Scenario,relErrAdm,relErrDeaths
1. Baseline,1.11742736819548,1.60786899655714
2. Vaccines,1.04047320630954,1.77061910270415
3. Vaccines-severity,0.276923915947551,0.58886275068819
4. Vaccines-mixing,0.865069739776396,0.885543992233251
5. Vaccines-severity-mixing,0.225175626213753,0.697402241477044
