Scenario,relErrAdm,relErrDeaths
1. Baseline,0.995112855028179,1.54090778003848
2. Vaccines,0.925887070547618,1.66193263174694
3. Vaccines-severity,0.64415760653164,1.0381556982334
4. Vaccines-mixing,0.920264160356751,0.854078183272149
5. Vaccines-severity-mixing,0.504211825509624,0.891826462456755
